OTUID	A11	A12	A13	A21	A22	A23	AD11	AD12	AD13	AD21	AD22	AD23	CK11	CK12	CK13	CK21	CK22	CK23	DA11	DA12	DA13	DA21	DA22	DA23
NCBI1484157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1238	0	0	0
NCBI148447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
NCBI148448	0	0	3	0	0	0	0	4	0	0	2	0	0	0	5	0	1	3	0	3	7	6	6	0
NCBI148449	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NCBI1485682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1486034	408	445	424	752	535	233	418	339	433	179	420	393	487	484	386	153	196	141	305	317	358	228	146	447
NCBI1486245	36	25	19	95	97	25	43	31	23	168	54	77	31	43	22	21	64	37	32	71	36	6	22	59
NCBI1486246	0	0	0	0	0	0	0	0	0	0	0	0	751	0	0	0	0	0	0	0	0	0	0	340
NCBI1486262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1488	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
NCBI148813	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	6
NCBI1489298	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
NCBI1490	4	1950	10	5	7	13	3	194	4	12	18	13	0	361	0	8	3	0	0	3	12	1	1	1
NCBI149016	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0
NCBI149040	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	3	0	0	0	0
NCBI1491	24	0	66	28	34	185	0	4	71	42	29	21	0	97	4	14	19	11	17	95	2	18	81	41
NCBI1491479	1	0	0	0	0	0	0	0	5	12	0	0	0	3	0	9	0	0	0	0	0	0	0	4
NCBI1492	0	4	0	39	64	65	0	5	0	31	19	33	0	0	3	4	6	2	2	0	20	13	6	1
NCBI1492737	0	5	1	0	0	0	0	6	1	0	0	0	5	1	0	0	0	0	5	0	1	0	0	0
NCBI1492898	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1492905	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	44
NCBI1493872	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1494	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1494626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	68	0
NCBI1495314	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	5	0	0	0	0	0	0	0
NCBI1495336	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI149548	116	288	236	0	0	0	14	0	0	29	0	0	0	0	0	0	0	104	0	0	0	0	0	0
NCBI1495638	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	23
NCBI1496	0	0	0	3	30	9	9	0	0	12	0	16	0	30	0	0	9	22	0	0	0	0	15	0
NCBI1496080	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
NCBI1497	10	12	5	0	1	0	11	19	17	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
NCBI1497872	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	5	0	4	0	1	0	1	0	1
NCBI1499308	27	0	51	16	11	0	0	21	30	0	14	21	100	0	0	18	0	0	25	23	13	10	3	5
NCBI1499686	3	0	1	2	0	0	1	0	0	0	0	4	1	0	2	0	0	3	0	4	0	0	0	0
NCBI1499687	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1500254	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0
NCBI150026	0	0	0	3	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
NCBI1500395	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1500411	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
NCBI1500412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	4	0
NCBI1500414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI150055	0	0	0	13	0	334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0
NCBI150056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0
NCBI1500687	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1501	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI150120	10	26	14	3	0	0	8	44	36	6	6	19	18	1	6	5	10	0	4	10	3	1	1	1
NCBI1501392	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0
NCBI1501662	4	0	0	0	0	3	4	8	4	2	2	0	0	9	0	3	3	4	0	0	7	3	2	5
NCBI1502	355	140	227	438	2918	785	61	30	239	1104	763	1096	146	265	668	151	171	193	68	168	138	356	186	216
NCBI1503055	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	9	0
NCBI150340	75	13	187	90	63	41	0	0	4	4826	2811	5165	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1503929	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
NCBI150395	0	2570	0	0	0	0	4395	0	0	0	0	0	0	2522	0	0	0	0	0	0	0	0	0	0
NCBI150396	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	86	0	0	0	18	0
NCBI1504	0	0	0	0	14	13	0	0	4	5	3	0	0	0	0	0	0	0	0	0	0	0	2	2
NCBI1504981	9	0	0	7	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	0	0
NCBI1505	0	2	0	0	3	9	10	0	0	6	4	4	0	9	0	1	0	0	0	0	0	0	0	0
NCBI1505659	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1506151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1507512	0	0	0	1	9	5	0	0	0	6	1	2	0	0	0	1	0	0	0	3	0	7	1	0
NCBI1508404	43	14	20	24	12	13	17	8	9	24	10	12	2	1	0	0	6	8	0	0	29	5	1	5
NCBI1509	0	0	0	0	0	58	0	79	0	36	0	79	0	0	0	0	0	0	0	0	0	0	31	22
NCBI1510	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0
NCBI1510150	12	15	21	0	0	0	6	3	10	6	1	0	67	22	28	0	1	2	22	31	26	0	0	4
NCBI1510468	2	2	0	30	44	34	3	8	1	15	7	43	10	5	5	4	9	3	5	13	0	2	14	11
NCBI1510570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1
NCBI151081	0	0	4	0	0	0	4	0	0	9	0	6	0	0	0	2	0	0	4	0	0	0	0	0
NCBI1511	0	0	0	0	0	0	0	1	1	0	0	2	1	3	0	0	0	0	0	1	0	0	0	0
NCBI151276	42	49	24	53	87	44	44	24	44	54	71	69	64	47	45	35	51	32	34	43	49	14	21	39
NCBI1513	0	0	0	0	2	50	6	0	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0
NCBI1513271	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1514074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1514105	135	58	206	0	0	0	57	61	74	0	3	0	0	0	2	0	0	0	0	0	2	3	0	0
NCBI1514971	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
NCBI1515	0	0	0	0	0	2	39	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1515612	12	0	0	2	10	6	7	0	0	5	0	0	0	0	26	12	16	26	0	6	0	14	45	80
NCBI1516059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0
NCBI1517	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1517512	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1517551	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1517554	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	0	3	0	0
NCBI151783	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI151985	0	0	0	0	0	0	0	0	24	0	0	0	0	0	82	36	0	0	77	0	0	81	12	91
NCBI1520	0	0	0	11	39	3	56	0	0	10	7	15	0	6	7	0	5	0	0	0	0	5	7	0
NCBI1521	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1521117	5	0	3	3	3	17	0	4	0	11	2	0	6	38	0	8	3	13	23	0	0	0	4	8
NCBI152142	3	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1
NCBI1522	0	0	0	0	0	45	45	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	70	0
NCBI1522189	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	2	1	6	0	1	0
NCBI152268	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
NCBI1522758	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI152297	22	0	11	44	15	0	13	38	15	0	0	17	0	10	0	0	0	45	0	0	0	0	28	24
NCBI152331	3	0	0	2	8	0	0	0	0	3	0	4	4	0	0	0	0	0	0	0	0	0	0	4
NCBI1523415	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
NCBI1524259	7	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI152480	2	6	0	0	0	0	0	0	0	0	0	0	31	10	58	0	0	0	0	37	18	0	2	0
NCBI152507	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1584	0	0	0	0	0	0	0	832
NCBI152509	45	35	35	148	0	166	43	84	41	0	129	51	82	79	0	0	0	789	38	0	0	129	195	233
NCBI1526412	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1526571	0	0	0	0	0	0	0	0	0	5	1	9	1	0	0	0	0	0	0	1	1	0	0	0
NCBI1526658	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	2	0	0	0	0	0	0	0	0
NCBI152682	0	0	0	83	10	19	0	0	0	0	3	0	0	0	0	0	104	255	0	0	0	0	0	0
NCBI1526927	19	17	47	5	6	1	12	13	5	9	4	4	0	0	0	0	0	0	0	0	2	0	0	0
NCBI152794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
NCBI1528099	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
NCBI1528762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0	0	0
NCBI1529	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
NCBI1529068	31	57	99	25	45	91	41	75	57	42	25	40	56	94	77	24	26	13	65	48	51	15	8	23
NCBI1529069	3143	2768	3791	557	422	221	2656	2752	3862	182	461	248	2149	1054	1026	131	174	200	714	1125	669	191	114	238
NCBI1530123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	4	0
NCBI1531	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	15	0	0	0	0	15	27
NCBI153151	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1532023	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1532552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
NCBI1532555	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	0	98	0	18	0
NCBI1534	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1534348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
NCBI1534349	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1534743	0	0	6	11	3	0	0	9	0	2	0	2	0	6	0	0	0	0	0	0	0	7	0	0
NCBI153500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0
NCBI1535768	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	2	0	2
NCBI1535962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
NCBI1536769	0	0	3	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1536770	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1536774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NCBI1536775	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
NCBI1537215	59	66	83	49	67	77	84	66	91	33	43	50	110	104	86	26	17	15	47	41	60	9	26	28
NCBI1537267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0
NCBI1537400	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI153809	567	354	0	401	612	378	0	0	797	0	0	269	0	0	2480	496	632	0	754	772	0	322	463	1214
NCBI1538159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
NCBI1538553	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0
NCBI1538644	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
NCBI1539298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
NCBI153939	159	142	187	113	136	491	117	142	110	384	391	140	214	208	176	323	356	241	260	201	286	403	317	432
NCBI154	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1540872	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1541959	77	75	102	47	101	234	844	1015	1168	118	478	192	2	4	0	34	64	28	6	18	8	443	457	1435
NCBI1542	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1542730	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI154288	4	35	15	161	486	441	12	16	14	306	159	259	23	8	14	46	50	34	15	27	10	53	195	143
NCBI1543721	70	38	55	778	71	301	56	60	63	2368	2379	1590	135	91	96	379	383	248	106	131	103	335	244	711
NCBI1544718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1545044	49	189	226	20	23	132	161	203	107	82	89	23	266	342	211	57	76	103	233	106	159	29	95	138
NCBI1545702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
NCBI1545728	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1547	0	0	0	0	5	15	16	0	0	21	3	10	0	23	0	105	16	26	0	0	9	4	16	4
NCBI1547283	0	0	0	4	1	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	1	0	1
NCBI1547487	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
NCBI1548	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1548547	616	727	753	623	1050	503	642	3699	529	136	146	88	1345	557	978	363	368	357	768	867	690	238	219	199
NCBI1548548	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0
NCBI1549348	0	1	0	0	0	1	4	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	7	6
NCBI1549349	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
NCBI154981	0	0	4	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1549850	68	24	34	129	69	46	24	17	27	54	34	56	107	146	892	22	347	4	15	12	18	19	13	20
NCBI1549855	3	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0
NCBI1549949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	5	0
NCBI1550024	0	0	0	0	0	6	10	12	23	0	17	3	0	16	0	31	0	29	0	0	20	0	49	24
NCBI1550565	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
NCBI1550566	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16
NCBI1550728	33	39	42	10	34	0	90	25	0	0	3	0	0	0	0	134	103	536	0	356	0	0	0	0
NCBI1550733	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0
NCBI155077	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI155177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0
NCBI1552147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0
NCBI1552759	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
NCBI155322	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1557	972	856	1669	0	0	0	1443	1967	2185	0	7	4	0	0	0	0	0	0	0	0	0	0	0	0
NCBI155866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI155892	0	0	0	0	0	2	14	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
NCBI155925	0	0	1	0	0	6	0	0	0	9	6	5	2	1	4	3	5	0	0	1	0	0	1	2
NCBI155978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1560345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
NCBI1561	0	1	0	1	12	17	2	0	0	8	3	9	0	0	1	0	0	0	0	0	0	0	2	0
NCBI1561023	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
NCBI1561924	647	294	836	4341	2927	1503	1042	64	47	128	417	15411	1235	624	218	6519	6739	5449	699	414	1257	345	899	823
NCBI1561964	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI156205	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1562970	0	0	6	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0
NCBI1563703	65	12	201	45	0	2	144	174	163	99	72	66	16	8	2	1	0	1	40	5	2	0	0	0
NCBI1564	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
NCBI156405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67	0
NCBI1564114	3	1	3	1	0	0	0	0	0	0	1	3	0	0	0	3	9	0	1	2	1	14	16	14
NCBI1564138	0	0	0	0	4	11	0	0	0	0	0	0	2	0	0	0	4	0	0	0	0	0	0	0
NCBI1564506	171	198	312	107	176	107	159	234	114	76	65	53	225	208	152	111	119	140	204	232	247	77	73	84
NCBI1565605	22	6	56	31	103	155	94	28	75	41	190	40	185	93	137	152	152	175	90	162	163	100	35	122
NCBI156588	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1565991	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI156630	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1566351	6	7	8	13	9	8	0	14	3	16	37	27	9	26	37	29	16	36	20	11	41	16	5	16
NCBI1566358	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1567544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
NCBI1569628	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0
NCBI156976	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2
NCBI156977	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI156980	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	7	0	0	0
NCBI1570	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1570066	0	3	17	12	12	6	0	0	0	606	317	507	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1570939	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0
NCBI1571	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1571470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
NCBI157176	18	15	9	117	0	75	0	10	0	0	0	0	19	45	51	154	376	360	44	24	21	64	31	21
NCBI1572645	0	5	0	0	0	1	0	0	0	6	1	2	2	0	0	0	0	2	5	5	3	3	2	5
NCBI1572656	0	0	23	0	0	3	49	201	125	0	0	0	0	0	0	0	0	40	0	0	0	0	0	0
NCBI157276	4878	5332	12045	11068	18060	19497	8193	8164	5536	3471	5430	2013	20589	24045	21192	19998	27059	14824	17014	14569	21449	13320	7078	18409
NCBI1574161	0	19	113	444	238	221	0	20	39	72	47	66	136	0	260	846	414	518	0	49	0	26	0	59
NCBI157592	27	82	38	0	0	46	39	0	0	0	0	0	30	36	74	80	50	34	0	0	93	39	16	34
NCBI157687	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI157782	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	5	0	0	0	0
NCBI157783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1578925	1	0	1	0	1	2	1	0	1	0	1	1	0	0	1	2	1	2	1	0	0	1	3	0
NCBI1579	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	1	0
NCBI1579316	98	166	123	38	31	56	100	123	81	32	32	44	139	102	106	15	21	16	55	111	106	18	20	32
NCBI1579979	0	0	6	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	13	0	0	0	8
NCBI158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
NCBI1580	0	0	0	0	0	4	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1580092	1550	1554	1790	9434	17113	2163	1661	1029	1633	6677	7218	4783	3033	3339	2519	91560	55707	92555	2016	2879	2106	120963	84271	32314
NCBI1580596	854	1289	1517	2198	4950	5129	1452	1429	1658	27550	11746	19522	1235	1437	1107	1162	1105	976	704	947	1222	1900	6569	4009
NCBI1581	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
NCBI1581011	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0
NCBI1581038	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1581680	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1582	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1582259	12	4	3	1	0	0	12	3	25	3	8	56	0	0	0	0	0	0	0	0	0	2	2	0
NCBI1582439	0	0	0	251	0	0	0	0	0	0	0	0	0	0	0	795	657	285	0	0	0	331	159	272
NCBI1583	0	3	0	0	0	3	0	0	0	0	1	1	0	1	1	5	0	0	0	0	0	5	0	7
NCBI158327	0	3	1	6	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
NCBI1583695	0	0	0	0	0	0	0	382	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1584	0	0	0	2	0	0	5	8	0	22	4	0	7	1724	3	0	3	37	0	0	7	5	9	2
NCBI158500	88	111	278	33	107	186	30	186	122	43	74	28	156	214	0	17	28	90	0	82	126	869	1019	624
NCBI1586233	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
NCBI1586287	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI1587	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	11	0	0
NCBI1588	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
NCBI158836	0	0	0	0	0	407	427	106	0	0	0	0	0	0	0	509	103	0	0	0	0	176	490	0
NCBI158841	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI158847	0	0	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	11	0
NCBI158898	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NCBI158899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
NCBI1589	0	1	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	6
NCBI1590	0	9	0	19	25	14	7	7	27	20	27	30	0	19	0	17	19	0	0	0	0	30	0	27
NCBI1591409	353	424	493	563	1238	1169	539	441	591	2085	857	1356	1037	979	839	500	282	339	488	642	686	232	586	405
NCBI1592790	0	0	0	0	0	0	50	0	103	0	0	0	0	0	0	0	0	63	0	144	0	21	19	0
NCBI159346	6	5	5	3	17	10	1	1	2	3	1	6	6	3	3	3	2	1	0	6	3	1	3	2
NCBI1593482	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	7	9
NCBI1596	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0
